variable,mean,median,sd,min,q1,q3,max
r.wcnAA.wcnO,0.900371163,0.905016463,0.03278553,0.746606151,0.885080103,0.921845607,0.958631828
r.wcnAA.wcnSC,0.975366078,0.976817055,0.008415347,0.937671047,0.972233567,0.980768462,0.987736255
r.wcnC.wcnCA,0.964516529,0.967579493,0.013231547,0.909887854,0.95709812,0.973878199,0.98781958
r.wcnC.wcnCB,0.922997576,0.92713472,0.026325931,0.815804092,0.910862167,0.941334012,0.968551723
r.wcnC.wcnN,0.921564057,0.923631848,0.025891052,0.826132957,0.904758476,0.940842683,0.968770653
r.wcnC.wcnO,0.971541373,0.973904239,0.010938431,0.919835864,0.96573108,0.979081714,0.988501001
r.wcnC.wcnSC,0.865643263,0.871735288,0.041730784,0.677597886,0.845994401,0.893823002,0.942142907
r.wcnCA.wcnCB,0.966965484,0.969051857,0.011621495,0.923987265,0.961403583,0.975505294,0.986282215
r.wcnCA.wcnN,0.940296673,0.943222229,0.023674021,0.85221455,0.930115345,0.957089091,0.977898492
r.wcnCA.wcnO,0.92269643,0.927399462,0.027032777,0.800459481,0.909305366,0.94037629,0.969137183
r.wcnCA.wcnSC,0.92364453,0.926996269,0.023486815,0.812938626,0.913060472,0.9388153,0.967263512
r.wcnCB.wcnN,0.891200759,0.896448498,0.037965052,0.761337337,0.870329659,0.918070388,0.958320369
r.wcnCB.wcnO,0.8907039,0.896240954,0.034888883,0.725030484,0.876175793,0.91393452,0.950420916
r.wcnCB.wcnSC,0.970076148,0.97181202,0.009381361,0.921013413,0.965772715,0.97638035,0.987285472
r.wcnN.wcnO,0.862149706,0.864467907,0.042169696,0.750700445,0.832143462,0.892983125,0.939667619
r.wcnN.wcnSC,0.842208471,0.8489228,0.051754222,0.640546003,0.818399506,0.876983313,0.937376434
r.wcnO.wcnSC,0.83295936,0.842489943,0.048916084,0.586553313,0.812981076,0.863442238,0.920970243
